KICID,window,dur1,dur2,ecosw,esinw,ecc,$a_1$,$t_1$,$\sigma_1$,$a_2$,$t_2$,$\sigma_2$,$P_{orb}$
KIC 3348093,21,0.15754989099569716,0.23980340933192412,-0.007258009921618535,0.20700348598692508,0.20713068801788256,0.26669210468953425,1.210465169492101,0.025491593412126715,0.20106936231815115,-2.734869893990864,0.03880022366818497,7.964269416006496
KIC 3351945,11,0.11861468885997625,0.1199995354265535,0.000678403333839926,0.005803705000060503,0.005843220243247076,0.026839672046570746,-0.2640435375921469,0.01919187250473572,0.027306047744862057,0.8174530846561736,0.019415940864226572,2.161126528339153
KIC 3427776,51,0.46921104162576355,0.1315749207952639,-0.6316946984255718,-0.561990695438197,0.8455008774555367,7.143116999830022e-11,0.5227066398546676,0.07591840922270834,0.026143566973594046,0.719227872365783,0.02128883976338166,2.008379122891919
KIC 3443790,41,0.11595573326180753,0.11132049150922607,0.2623098386016017,-0.020394749856705134,0.26310149609782896,0.0014278665482850704,-0.8354567963877325,0.018761653133709533,0.0014195599010767156,0.8310205070113912,0.018011670398863026,2.4984980756773694
KIC 3449540,11,0.2463688779006148,0.24008540231983644,-0.26182497007958155,-0.012916888259119932,0.26214339770337985,0.4014308487026952,-2.230200170539793,0.039862517359760534,0.39886552121309105,-0.6242615396146558,0.03884585017130403,4.818051295807523
KIC 3458919,11,0.10598256745372314,0.10572517330298337,0.2618573190397664,-0.0012157994309500563,0.2618601414934131,0.057433996285367106,-0.5885392684254518,0.017147993573523874,0.05806366440501648,0.30356936535506474,0.017106347165545745,1.338088927243655
KIC 3459199,11,0.16485778917885519,0.15477897498450344,-0.2626760429966537,-0.031532086807136615,0.2645618567798326,0.0017646762596075713,-2.3373781448633255,0.026674012314513402,0.0018662333996729322,-0.7681941530700944,0.025043258831314922,4.71544699214993
KIC 3530668,11,0.2535511657905534,0.25377922675408593,-6.0350156710352346e-05,0.0004495314431857973,0.0004535643943561595,0.1438446213949379,-0.47438123523783743,0.04102461249992259,0.14357921837078153,1.4716618329357567,0.04106151279429163,3.892385228030154
KIC 3542573,11,0.282215120579165,0.023407458200943587,0.19966704579521258,-0.8468211459089537,0.8700419428597342,0.09670660374380569,-0.6732059197953234,0.04566244421428936,0.0003652738941281559,1.5036597162808225,0.0037873298642022313,3.471255012525441
KIC 3543270,61,0.27393009495705023,0.2521820282958035,0.00012902640999452232,-0.041337322787360166,0.04133752415228665,0.06749975399395841,1.6837030111820126,0.044321925961732955,0.02526349405807951,-0.4051186365622916,0.040803085870352196,4.1769570985960645
KIC 3544694,31,0.1862987272636536,0.5190265346714964,-0.2223609543878975,0.47173669420964975,0.5215169246535967,0.09747251732197026,0.8004984994818662,0.03014315896119181,0.0016161309148591224,0.11125256598747263,0.08397856265297082,1.922901299002688
KIC 3547091,11,0.1421682480097125,0.14081633579701336,0.00010975571518719435,-0.004777335197957766,0.00477859580950957,0.01624178977453981,0.9987137966731476,0.023002841521971986,0.01628035818972143,-2.3073947296916844,0.0227841019453387,6.61129315547295
KIC 3547315,21,0.1230952228024933,0.14877226476626615,0.0032532548724338584,0.0944469020308236,0.09450291514278808,0.024828869435368064,0.35764511721597436,0.01991682349524449,0.010711343578892515,-0.28735771292008416,0.024071372315493993,1.2846842760679853
KIC 3558981,11,0.16910183822666447,0.17072809380054998,0.00014188091721020066,0.004785498334959524,0.004787601122542351,0.04897433810335203,0.6441968773057487,0.02736070001746361,0.047695147444875366,-2.3443560705143622,0.027623828386589742,5.976026336077506
KIC 3654950,71,0.32690009553135546,0.3253616828829724,-0.00042591039289699445,-0.0023585816297911357,0.002396728388275543,0.06717872925605892,1.1570168323726369,0.05289247913156782,0.06273056293141427,-2.9080792135111615,0.05264356375952404,8.134603372924197
KIC 3656322,11,0.2549031498973994,0.1559520054459702,-0.18106843482905008,-0.2408419199918065,0.30131479969756164,0.015298693647285123,-1.111123589750248,0.0412433637090384,0.0037313587298543546,0.40706320595535683,0.025233055316699768,3.9461276342174356
KIC 3659940,11,0.09336546184097938,0.09589697256381591,0.1570594894297264,0.013375663959929196,0.15762801656525177,0.04913496195617431,-0.7415188017853805,0.015106544199707996,0.050205192130886304,1.9471566799086415,0.015516142972878549,4.481221578411796
KIC 3662635,11,0.11938004290336712,0.1169552622905714,-0.26188557435052384,-0.01025991698872983,0.2620864741827006,0.08011839205434143,-1.3750924058647416,0.019315706891209435,0.07835000544241516,-0.4358495466056528,0.01892337706410286,2.8181924640598672
KIC 3734868,61,0.3313628817004446,0.31555311650327056,-0.7654410721520397,-0.024438667834885137,0.765831106330115,0.016921774573635334,4.75364843327486,0.053614558529964856,0.01616133871594743,4.884863589856289,0.05105653640884164,10.327771890372379
KIC 3749508,21,0.09409711019028921,0.0974655599757539,-0.0019882201913991775,0.01758406156348175,0.017696108063577246,0.003474731399820503,-0.22559754630690593,0.015224925000376227,0.002777719308052533,0.30599657819572657,0.015769940625696942,1.0658865200219436
KIC 3834364,11,0.147540986720756,0.4351393438739568,0.00029176024643890586,0.49357828306931767,0.49357836930086074,0.06527734578027755,0.8028865384293358,0.02387215136322892,0.0022307300870544407,-0.6518897402169227,0.07040560397440988,2.9084721160833364
KIC 3838496,101,0.415094394633023,0.40348985046348895,0.0009633859158010825,-0.014176359048012597,0.014209055854662986,0.25973265807132456,-2.252767639238238,0.06716232850917617,0.19451144962253758,0.7411909307963822,0.06528471171215205,5.980581233268145
KIC 3848919,91,0.17887602370710254,0.1685325246869428,-0.0002305683210415901,-0.029773300248293534,0.029774193010486512,0.4016005690166542,0.2544421016905987,0.028942164534051823,0.35113534344724256,-0.2690294983660446,0.027268585010675042,1.0472506401265904
KIC 3848972,71,0.07082945203056176,0.08050223045466565,-0.26498057687863563,0.06391773530336654,0.2725805991064767,0.001579793852108745,0.05825205991473632,0.011460214801520393,0.001300580172588024,-0.3101043610429377,0.013025271642845546,1.1118242887641396
KIC 3852655,11,0.0036730148734909207,0.5474450214680009,0.19232117673282115,0.9866706780352408,1.0052395047521854,0.00042985781275661067,0.513237392232752,0.0005942942972539346,1.3522566611303192e-09,-0.15416492938218895,0.08857667761341956,1.0722434059118182
KIC 3861595,11,0.17508470463831527,0.5550095708782194,-0.6913402391492017,0.5203778182908108,0.8653001791493976,0.0013120716694540182,-1.511522070997695,0.028328728602193185,2.5567110635366543e-10,-1.7421449451140534,0.0898006227186339,3.851473083551605
KIC 3862246,21,0.1276309616613004,1.8099770660029435e-07,-0.4113817633622464,-0.9999971637375832,1.0813090597559247,0.004472797769748331,0.09336212099865676,0.02065070664858448,0.0024490977795576982,1.213066653761607,2.9285453105467926e-08,4.702541832374463
KIC 3865298,41,0.2976440343051804,0.31211824364330987,-0.6834244356878432,0.02373746271551447,0.6838365494995258,0.11920704093900009,-0.4881777337008972,0.04815884451649652,0.10161899030856439,-0.28194654345177594,0.050500773521193074,3.1767711487058437
KIC 3954227,11,0.11215522548739179,0.5699555905776887,0.16733503307365502,0.6711524789054482,0.6916983903658366,0.19009456188696838,-0.06330921063900388,0.018146730468052596,0.0016708437461752058,0.2971337441460411,0.09221889070283018,0.5942717977001026
KIC 3957477,31,0.15115986990836983,0.16522558630734047,0.0020007777332518924,0.04445753154146467,0.044502530515670706,0.04838849652620031,0.41961790371522456,0.024457687146475837,0.03043492767029128,-0.07109914548406851,0.02673352193904091,0.9789402780641185
KIC 3964545,11,0.18465429927065236,0.1842840137516184,5.195470313385482e-06,-0.0010036515752475518,0.0010036650225093376,0.19586367488793338,-1.4547488785105256,0.02987709029222492,0.19517913119534167,1.5577453708678026,0.02981717804577424,6.02494864324989
KIC 3965242,11,0.07858263472867932,0.25610673550170016,0.33986158143223305,0.5304145173502947,0.6299567086312872,0.01790521426960766,0.40133716734810365,0.012714680797918619,1.3781835816330292e-10,-0.31262807357528133,0.04143810402061604,0.9966534242913268
KIC 3970233,11,0.485305657402328,0.4813214342806429,-7.980715904820865e-05,-0.004121778870017704,0.004122551423082527,0.02157072300186813,1.6480295830563696,0.07852252020563366,0.02153201687617692,-6.605931038218348,0.0778778723722437,16.509598842831785
KIC 3973002,11,0.4873598444401982,0.22437778924295637,0.34176844805294077,-0.369492974309005,0.5033197096758985,2.7822647843923873e-08,0.8165163864931841,0.0788548879428051,0.07096760302633712,-0.6129631724769367,0.03630435627689209,1.9920934648422064
KIC 3973504,71,0.15594274779898964,0.1516582952908978,-0.0003319827494197458,-0.013928602013354396,0.01393255779074081,0.0593115797725733,0.7083811488274789,0.02523155742818145,0.01889172523470809,-1.450070123464195,0.024538332439959634,4.318728043135005
KIC 4035675,31,0.11873574322637692,0.10170581005541812,0.0010938066854706949,-0.07725373423217075,0.07726147724370827,0.04619548102582286,1.0697658804322243,0.019211459117392478,0.0050338085648317975,-0.3690827477156655,0.016456013655093648,2.873695124529113
KIC 4037163,51,0.10121377782729277,0.08608899893115254,-0.005806346297379343,-0.08075042536953864,0.080958908433146,0.11272738297882096,0.03795667104515167,0.01637640277484634,0.09216207287835282,-0.27741596409598906,0.013929211528746079,0.6354430177244188
KIC 4037428,41,0.4617268667412173,0.5170118033371054,0.6973491320923422,0.0564859019941081,0.6996330960968262,7.489226452891033e-08,-2.125786701000253,0.07470746872648604,0.006838415311978891,1.887484277875549,0.08365257885389366,4.251588474466434
KIC 4049124,51,0.09812515446471326,0.20638287308935133,-0.23005981625209881,0.35551679702571165,0.4234615826983252,1.8077388183187563e-05,-2.01063930544664,0.015876663102133877,0.14091593724165874,-0.3121097397120458,0.033392776439077176,4.804357589428486
KIC 4069063,61,0.0836512960676527,0.06691359082701148,0.0029514137857474397,-0.11116605993501641,0.11120523245248112,0.0054711727412026685,-0.11638916630289703,0.013534790879749164,0.003285863855980749,0.13669198496398635,0.010826627935618019,0.5042673381159997
KIC 4078693,21,0.07676972109505364,9.481539246225523e-05,-0.18355464835224364,-0.9975329222865298,1.0142801585248622,0.0022156940155616898,0.08422864074539305,0.012421351129788606,0.0015057205173799352,-0.4435824255838018,1.534114316794911e-05,1.377573511229616
KIC 4149684,51,0.23963466106067832,0.2335576854780455,-0.0035659846653242964,-0.0128425060698558,0.013328398583011056,0.07577842934533704,1.540401723957555,0.038772920175352214,0.011963914102852389,-0.6102062081184517,0.03778966471418449,4.320833974318173
KIC 4159347,11,0.13432660875136948,0.009394612575355232,0.5163683484479569,-0.8692661739354661,1.011068717955053,2.8960185536791492e-08,-0.4029984208718658,0.021734063242311294,0.0006265539922853242,0.4726563469035696,0.0015200495698340275,1.0566221209763618
KIC 4174507,61,0.16763341959847655,0.44088904180232924,-0.31247555897051055,0.449047717277065,0.5470693076253464,0.007608716580571627,-0.40525565558540455,0.027123109687238717,0.0006276370251218656,0.18039481550447534,0.07133590586739322,1.9452180973426194
KIC 4252322,11,0.010704314705121717,0.18464475183728957,-0.35820686029669224,0.8904083352474299,0.9597599482379505,0.00046780425554159184,0.04649542462317505,0.0017319595494094259,0.00019768337127209872,-2.0162807653545425,0.029875545516231228,7.584895194958467
KIC 4263529,11,0.012872661525821866,0.33088429335036196,-0.0960549317419054,0.9251060300411469,0.9300794142063534,0.0003588184998710892,0.0935383907868203,0.002082798354694766,1.9086382912312234e-08,-0.540959341592282,0.05353712287098092,1.4458206907858762
KIC 4275739,51,0.18345324194782497,0.18253092414915573,-0.00018931746656175488,-0.0025201030102077145,0.0025272040450274977,0.04459226199985833,-1.6359324251615732,0.029682759056927487,0.03969974372460026,0.535366869461881,0.029533527913879032,4.343645609752945
KIC 4276114,11,0.14786887781615488,0.14702138988006563,2.946997826327361e-05,-0.002873909480668095,0.0028740605739428667,0.05759570037446331,1.0264484951603279,0.02392520418627146,0.057236786739015146,-2.696128305020625,0.02378808052498596,7.444874251246283
KIC 4285087,21,0.23315453583173518,0.2646448360842748,-0.35627004066404755,0.06325901965551854,0.36184256997006226,0.27055041020494464,-0.3043145372806929,0.03772443504754977,1.3841604992867057e-11,0.30845510185725367,0.042819569835586255,2.2430044719471907
KIC 4346875,11,0.25455777100787547,0.25350845498035124,3.456624681982163e-05,-0.0020653134844446992,0.00206560272425467,0.1860301547646095,2.266358259120871,0.04118748135857002,0.18557706912126617,-2.4281287023550835,0.04101770188512557,9.388560721951038
KIC 4352168,61,0.19833623679535695,0.3123684144911376,-0.773190720432018,0.22328400066168838,0.8047854590595382,0.030790748508704283,3.510422612503384,0.03209082961165996,0.4375470218992964,3.4277091821757057,0.050541251197794984,10.64317506157958
KIC 4357272,21,0.5422891846642316,0.17553719103461618,-0.10710619965333247,-0.5109201974816819,0.5220260397709107,1.50673493328621e-11,-0.002506764535880817,0.08774246252973819,0.0160833099921114,0.4479447228864888,0.028401940961567916,1.0431607326388495
KIC 4358206,11,0.12870739754587168,0.1271181973169233,0.2616249642522179,-0.00621204547496866,0.26169870352937813,0.06000916768430332,1.3584174890327054,0.02082487411852242,0.05955557054375004,-0.5437332696481112,0.020567741309157783,2.8537014568657177
KIC 4380283,11,0.17519783668362177,0.17462387420049463,-0.2622248795817922,-0.0016407285919344788,0.2622300125119125,0.25180983693815895,-1.2253726201414419,0.02834703338223849,0.2491354200159075,-0.3537167670354322,0.028254166175785852,2.6170942871972747
KIC 4386047,11,0.46914279071372844,0.22282233627561898,-0.6948593064721805,-0.35597235298521274,0.7807341236815697,3.3350723726298935e-11,-0.6688688541651802,0.07590736621602259,0.16371208882900828,-0.5016843990460231,0.03605268377896485,2.900552723071632
KIC 4454219,31,0.7619582849950225,0.10567005180522052,-0.0007836606240534029,-0.7564163194694059,0.7564167254123986,0.006423635681555232,0.40615914446858076,0.12328495231155039,0.03783078723180508,-0.00220852950867948,0.017097428499843366,0.8175510903735074
KIC 4455763,11,0.10295813112662877,0.10378962524592505,0.261873706676788,0.0040217806175265845,0.26190458752754964,0.018529129812178136,-0.5315268194967733,0.016658639371728467,0.01850885721227014,1.0012074651786307,0.0167931752313201,2.2989382729721015
KIC 4456622,11,0.11203049846407007,0.10566826759385423,-0.258161176903767,-0.029224928489135688,0.2598101031629316,0.015905578294394408,-0.24613211235418045,0.01812654961901533,0.014296145173154438,0.5104794672856321,0.017097139814205915,2.2541716923399973
KIC 4480676,101,0.3802750681868492,0.12239242572867866,-0.373653754107402,-0.5130282852575049,0.6346772009713367,1.0707083433015826e-11,0.05087271374738271,0.06152855683824415,0.005615355565994252,-0.1357547579487852,0.019803110834805994,0.7119799089071588
KIC 4484356,51,0.14406010988229512,0.11356794835519024,-0.001697036487998605,-0.11835730058174318,0.11836946622266531,0.12678766160938154,0.50639490858742,0.0233089450257129,0.1493915007837962,-0.06443443048245687,0.018375309216805365,1.1441308405076756
KIC 4547480,11,0.16867772226921418,0.06031332549634105,-0.5423154147885523,-0.47322547248143243,0.7197557619932989,8.160662546305051e-10,-0.1958620519800267,0.027292077998885285,0.0006866655194465146,-0.6068696076009752,0.009758704123305121,2.655923393778459
KIC 4579321,21,0.14194603482836365,0.1430137104325686,-5.54394334159914e-05,0.003746759400094397,0.0037471695361930464,0.1812293141578203,-1.4083899922921532,0.022966887399541558,0.1817943826928962,0.7038583757189472,0.023139637454945794,4.224794954492133
KIC 4679687,11,0.027050393820807983,0.6582575250602075,-0.044554699844091966,0.9210562345026561,0.9221332378753132,0.0006045619974656303,-3.207423243283732,0.004376757334200704,2.6404343613410517e-08,0.19283355658612392,0.10650615549944051,7.209499920235535
KIC 4737267,11,0.6856706678431608,0.3928199788633302,-0.01190084158711452,-0.27153753245254597,0.2717982000692776,0.35652633276949863,-1.4260075792048565,0.11094160566418042,0.08700903348339886,3.264602281496772,0.06355832506172723,9.525556885411836
KIC 4743508,41,0.14142278343633324,0.4432472388474237,-0.6381708308698207,0.5162304272624509,0.8208263296243914,0.035550659478855884,0.44148438342429885,0.022882225254403463,0.00036848299764849566,0.24596353986089908,0.07171746246434998,2.086048953061046
KIC 4751083,51,0.19147313547850775,0.18606060098005095,-0.012316984496131984,-0.014336558499986865,0.018900926345063122,0.04307051243284456,0.14729178589241942,0.03098037890166791,0.017116988086189187,-2.083374384653209,0.030104630096690718,4.53241176040322
KIC 4753988,31,0.21150180618455927,0.5717803037260903,-0.4229844950479561,0.4599600743883052,0.6248833115728645,0.10329372680950183,-0.14678653171031486,0.03422102049778289,3.2584198980783783e-10,-0.9895401237281243,0.09251412953402735,3.6527161151609326
KIC 4832197,21,0.10359259251043679,0.10179236560303112,-0.0011657616837314228,-0.008765135109899482,0.008842318349734358,0.012211871236959684,-0.46741413264348985,0.016761295308394073,0.010768272283425761,0.47885068397829456,0.01647001835426145,1.8953428790708777
KIC 4839180,91,0.3271059595595589,0.3143716837085755,-0.4428089725685885,-0.019851472587736826,0.4432537277351998,0.2596725879746572,0.41094944931330923,0.05292578795883503,0.0004304313124724852,1.3763400732364688,0.050865380424817766,4.426386139947612
KIC 4840263,11,0.1881280345444739,0.18677585345668968,-0.26180666404136693,-0.0036067406368962534,0.2618315067261597,0.1327904754541464,-0.05556145561042375,0.030439141123628152,0.13089546320851775,1.8600814224565148,0.030220358042970207,5.7470084980733205
KIC 4840818,101,0.2283963854290607,0.2516521729756547,-0.7611181929387851,0.04844465656532073,0.7626583693713284,0.043358519970193105,1.6078881906183415,0.03695456567669736,2.7468624493600727e-05,1.5302162696703636,0.04071735520876221,5.0249965636451055
KIC 4902030,11,0.14285824357149624,0.14104442404743578,0.26174966777709296,-0.006388878059064789,0.2618276271600691,0.3977685886992015,-1.0035142718436862,0.023114482896053588,0.42626196518364046,0.7539758171323743,0.022821006654730185,2.636360305541117
